# seed	om	si8	S8	As*1e9
2.271000000000000000e+03 2.760109709911368059e-01 3.080774539385212618e-01 6.073661591039258845e-01 2.911860387208131673e+00
2.272000000000000000e+03 3.378633699771791954e-01 3.408531397170334043e-01 5.890449471755568878e-01 2.293285496983274552e+00
2.273000000000000000e+03 3.414785447586474731e-01 3.426718703300680735e-01 8.851314760641851853e-01 4.466555519029471455e+00
2.274000000000000000e+03 2.754612429945890728e-01 3.077705037974591828e-01 9.538797426466856244e-01 5.779069312154842208e+00
2.275000000000000000e+03 3.294492107381375434e-01 3.365820720884662998e-01 9.595623608677338323e-01 5.147538233983359746e+00
2.276000000000000000e+03 2.376696701919665533e-01 2.858799027999076592e-01 6.422333675073024217e-01 3.611070621611043752e+00
2.277000000000000000e+03 4.680760555649861043e-01 4.011944871298903648e-01 7.266510878780976235e-01 2.504465910169386245e+00
2.278000000000000000e+03 2.139748895879761137e-01 2.712552481321426900e-01 9.483651149536642677e-01 6.788034084860331774e+00
2.279000000000000000e+03 3.107318647811293522e-01 3.268809712456045569e-01 7.339094045677375666e-01 3.607699547090653436e+00
2.280000000000000000e+03 2.442152134285708320e-01 2.897898042175184874e-01 7.925732463630564828e-01 4.852877816569842295e+00
2.281000000000000000e+03 2.334241964772668099e-01 2.833150727896538434e-01 8.725607057998999716e-01 5.729504205664449401e+00
2.282000000000000000e+03 1.508925454980241665e-01 2.277878924927516369e-01 8.104922179057052478e-01 6.945373477811003227e+00
2.283000000000000000e+03 2.427082146690466291e-01 2.888943057939118986e-01 5.990260187884262066e-01 3.171266763816893874e+00
2.284000000000000000e+03 2.740153309694888240e-01 3.069616884172300386e-01 9.245564933280817632e-01 5.556980985962463038e+00
2.285000000000000000e+03 1.566227502071108613e-01 2.320727597695821098e-01 6.567631748617216436e-01 5.094372450280022946e+00
2.286000000000000000e+03 3.298185509289149886e-01 3.367706876031701380e-01 8.241543187750517419e-01 4.121320077455944642e+00
2.287000000000000000e+03 1.728211756152316647e-01 2.437783995836804163e-01 9.634583529721576500e-01 7.947222392028924887e+00
2.288000000000000000e+03 1.442274636378386155e-01 2.227002615450490719e-01 7.545725060393074779e-01 6.513676169792567805e+00
2.289000000000000000e+03 1.714132879637645934e-01 2.427833986695180635e-01 6.181165195935760526e-01 4.372315129606013429e+00
2.290000000000000000e+03 2.812743107094370920e-01 3.110009950426579350e-01 7.820600124291375854e-01 4.292733390617357259e+00
2.291000000000000000e+03 2.379828955226006015e-01 2.860682216201148043e-01 8.454809931896490882e-01 5.413504023840438606e+00
2.292000000000000000e+03 1.570493577657225415e-01 2.323886036318209558e-01 6.882526816675151871e-01 5.429070719292354852e+00
2.293000000000000000e+03 2.990905559190907281e-01 3.206993605602854180e-01 6.922535653849817283e-01 3.387510923833507714e+00
2.294000000000000000e+03 3.248686801593764217e-01 3.342340304410428287e-01 7.611230219040117095e-01 3.689119079699218151e+00
2.295000000000000000e+03 4.388450192893704749e-01 3.884653891782194890e-01 7.093497472716565611e-01 2.542120162261155780e+00
2.296000000000000000e+03 1.582157373439365688e-01 2.332499631383480043e-01 7.925013595742377293e-01 6.537473395956606481e+00
2.297000000000000000e+03 3.822129343405956114e-01 3.625345768870086860e-01 7.593312655585484627e-01 3.224638635135561149e+00
2.298000000000000000e+03 1.843882150778392570e-01 2.518044055037984008e-01 6.431162849901823630e-01 4.392836598253317959e+00
2.299000000000000000e+03 4.549614280884523021e-01 3.955341930434725373e-01 6.305535325652288359e-01 1.952716461274960569e+00
2.300000000000000000e+03 9.095262755208788352e-02 1.768497169335219166e-01 9.239187671221080755e-01 1.118121203761453408e+01
2.301000000000000000e+03 1.056981857924358392e-01 1.906472348183607390e-01 8.311289842729117083e-01 8.982716089698623563e+00
2.302000000000000000e+03 1.594399573773034873e-01 2.341506290205698781e-01 6.592890686421962743e-01 5.057952906097817447e+00
2.303000000000000000e+03 4.133362487829497223e-01 3.770061986838660339e-01 5.818940794701984442e-01 1.823771768748171151e+00
2.304000000000000000e+03 8.056599793296093104e-02 1.664457227947303553e-01 6.515783030153650124e-01 7.851814342480821551e+00
2.305000000000000000e+03 1.516895802552923889e-01 2.283887033172199432e-01 8.857635877004170766e-01 7.759422894198161558e+00
2.306000000000000000e+03 3.586429040208767294e-01 3.511784561360015711e-01 6.987421353601555030e-01 2.958215849566803168e+00
2.307000000000000000e+03 2.108780522295229665e-01 2.692851688082512629e-01 9.580848626442610705e-01 6.944818039728659187e+00
2.308000000000000000e+03 1.986638250684932827e-01 2.613702423550908760e-01 6.908567595798262850e-01 4.619549557125248285e+00
2.309000000000000000e+03 3.736387062461205000e-01 3.584451214049467760e-01 5.839087824071800270e-01 2.041242135574718564e+00
2.310000000000000000e+03 2.856025765847119979e-01 3.133847107957253852e-01 7.130814027074562356e-01 3.684550223241731981e+00
2.311000000000000000e+03 2.314888386750258709e-01 2.821381225734995724e-01 6.332894463661880025e-01 3.606223383506226288e+00
2.312000000000000000e+03 3.198662170138709682e-01 3.316507097450036023e-01 6.284986008410209379e-01 2.717610389169709872e+00
2.313000000000000000e+03 1.974490293173992439e-01 2.605698995355151260e-01 6.622527581004790109e-01 4.361120202691910919e+00
2.314000000000000000e+03 3.028706000763795037e-01 3.227195706054872271e-01 9.186585491339727128e-01 5.136642335246964564e+00
2.315000000000000000e+03 3.640377763951071488e-01 3.538098916047776044e-01 7.012119501748033112e-01 2.938341826466999596e+00
2.316000000000000000e+03 3.067889411470185457e-01 3.248004290513672454e-01 7.324863855491781095e-01 3.633122920684574542e+00
2.317000000000000000e+03 8.436809694854172093e-02 1.703279308125529856e-01 8.809063581089322525e-01 1.104777201246701246e+01
2.318000000000000000e+03 3.088311010086944863e-01 3.258796632641074997e-01 5.897077600937459252e-01 2.500318221093255300e+00
2.319000000000000000e+03 2.711744601569111013e-01 3.053663205245871204e-01 9.204363594392523940e-01 5.562684075897541547e+00
2.320000000000000000e+03 7.721624218455400146e-02 1.629487657238981868e-01 9.364828188394123121e-01 1.251022921144088862e+01
2.321000000000000000e+03 3.393189307323379311e-01 3.415865711778923175e-01 9.501449904907002253e-01 4.971269422334428256e+00
2.322000000000000000e+03 2.179789669651648887e-01 2.737814624633789773e-01 6.984924091162304505e-01 4.385835691355834953e+00
2.323000000000000000e+03 4.502793726038059607e-01 3.934936878976919017e-01 8.323455614244857914e-01 3.277422851133878101e+00
2.324000000000000000e+03 3.347815630545301069e-01 3.392950395486452053e-01 9.065998465174407439e-01 4.692762360560321255e+00
2.325000000000000000e+03 1.443721957139862400e-01 2.228119732407990994e-01 7.902930014119744495e-01 6.916913464202398387e+00
2.326000000000000000e+03 3.187351931010828920e-01 3.310638439914304065e-01 6.932563992442728473e-01 3.223416229848480530e+00
2.327000000000000000e+03 2.292271030934603659e-01 2.807564400480969113e-01 7.109674535960075481e-01 4.337663672716326246e+00
2.328000000000000000e+03 2.836279542428129519e-01 3.122994793904297905e-01 6.195397566513681786e-01 2.943200228466211765e+00
2.329000000000000000e+03 3.486720249673607719e-01 3.462623690130454124e-01 6.257185514605851928e-01 2.493905167954624691e+00
2.330000000000000000e+03 3.066855476496825883e-01 3.247456925898823399e-01 6.267493879069869767e-01 2.806353207011176298e+00
2.331000000000000000e+03 9.838192523267261236e-02 1.839307757372304897e-01 8.721484055266365276e-01 9.954363380630995906e+00
2.332000000000000000e+03 3.572584496804783183e-01 3.504999809093605201e-01 7.813480014291103171e-01 3.567151170568210627e+00
2.333000000000000000e+03 4.684254731238413072e-01 4.013442045151839332e-01 8.662615936317552556e-01 3.387068154235873596e+00
2.334000000000000000e+03 1.159149376637532702e-01 1.996486817724768548e-01 9.134363168959279689e-01 9.531082014534671742e+00
2.335000000000000000e+03 1.507772272503101196e-01 2.277008334491824881e-01 8.966748212866325618e-01 7.911027288812707781e+00
2.336000000000000000e+03 4.253956173141896224e-01 3.824663661789283742e-01 7.621165248000334458e-01 2.965664457897022377e+00
2.337000000000000000e+03 1.281124221565355381e-01 2.098902984748022560e-01 8.971535870555739089e-01 8.766325829599898256e+00
2.338000000000000000e+03 4.345251229744236943e-01 3.865486755662522755e-01 6.266064405615450195e-01 2.020965279252703528e+00
2.339000000000000000e+03 3.154148102896839334e-01 3.293349220262367649e-01 6.339402241067544352e-01 2.793491234519385191e+00
2.340000000000000000e+03 4.351528193344139095e-01 3.868277706310990771e-01 5.911888360516113217e-01 1.785231221378592803e+00
2.341000000000000000e+03 2.610054669061623867e-01 2.995860217831471384e-01 7.191377473232852813e-01 4.002374125190694798e+00
2.342000000000000000e+03 3.712214881856802373e-01 3.572837777132381043e-01 6.404927568718024045e-01 2.457316760254806720e+00
2.343000000000000000e+03 4.695188751101235791e-01 4.018123417040844192e-01 6.413461616102174023e-01 1.957677421846868437e+00
2.344000000000000000e+03 7.613602134877964223e-02 1.618049609774405984e-01 7.637843447834177235e-01 9.900164789918676433e+00
2.345000000000000000e+03 3.897425264965672653e-01 3.660881253470974483e-01 6.447412864257566767e-01 2.377216853752377457e+00
2.346000000000000000e+03 1.040077099730378762e-01 1.891165389267618346e-01 6.757619668280225866e-01 6.983903764777497969e+00
2.347000000000000000e+03 3.684865167361820459e-01 3.559652018362042813e-01 6.729780809410403908e-01 2.706198076704166677e+00
2.348000000000000000e+03 4.637059485163887995e-01 3.993172555284624781e-01 7.781705653309427539e-01 2.854102779532049272e+00
2.349000000000000000e+03 3.439973095197212949e-01 3.439333318496061720e-01 5.735374162301948298e-01 2.139315891710876105e+00
2.350000000000000000e+03 4.025322501977341982e-01 3.720463811160206191e-01 8.221645995330975065e-01 3.517847931597743116e+00
2.351000000000000000e+03 4.395826394639456014e-01 3.887917226116944791e-01 6.303666625602617479e-01 2.021777246211160506e+00
2.352000000000000000e+03 3.567169862048157336e-01 3.502342700472919068e-01 7.698061205595229106e-01 3.487673369260029244e+00
2.353000000000000000e+03 2.136027966733600736e-01 2.710192950408274459e-01 9.124199744925570732e-01 6.458602642104885661e+00
2.354000000000000000e+03 2.547049302695483242e-01 2.959480071040856419e-01 6.330298489539079032e-01 3.337722733051182278e+00
2.355000000000000000e+03 4.564902636202362585e-01 3.961982049073130563e-01 7.942782764928949524e-01 2.996458261510051013e+00
2.356000000000000000e+03 1.978083548174308648e-01 2.608068894332531973e-01 6.187916977762957238e-01 3.931616343380892165e+00
2.357000000000000000e+03 1.658299071000255975e-01 2.387966185506959493e-01 6.162106246095548912e-01 4.460082481856437298e+00
2.358000000000000000e+03 3.218652128531432344e-01 3.326854170328386040e-01 6.742484508896136042e-01 3.052221000913309279e+00
2.359000000000000000e+03 8.851497076721170920e-02 1.744637122330245094e-01 5.855503956507688290e-01 6.432326387570514115e+00
2.360000000000000000e+03 1.013827959540746781e-01 1.867148568698129285e-01 7.079834918657722520e-01 7.539456455219697872e+00
2.361000000000000000e+03 2.569287201423280931e-01 2.972371378587391755e-01 9.426143785170553180e-01 5.961934770725761723e+00
2.362000000000000000e+03 3.803263012373920282e-01 3.616387204229496444e-01 6.028693226007799666e-01 2.137957057015643425e+00
2.363000000000000000e+03 3.342870223481493319e-01 3.390443429153489618e-01 6.489266558175748045e-01 2.765723231837573959e+00
2.364000000000000000e+03 1.645041387819788370e-01 2.378401436262805035e-01 7.067110059125631949e-01 5.453791390145610762e+00
2.365000000000000000e+03 2.745673936181265429e-01 3.072707529022306594e-01 6.280291736683224491e-01 3.095972984465443556e+00
2.366000000000000000e+03 1.289005380455049699e-01 2.105349051938609217e-01 6.868733937934481393e-01 6.193939740575203245e+00
2.367000000000000000e+03 2.019886505544899735e-01 2.635483052894662115e-01 6.767737515172295160e-01 4.428171708982290511e+00
2.368000000000000000e+03 2.989810421782905792e-01 3.206406422197308204e-01 8.573241666704762842e-01 4.697274157326960520e+00
2.369000000000000000e+03 4.027420362119390473e-01 3.721433173995920551e-01 6.754821702853133214e-01 2.514365120135068299e+00
2.370000000000000000e+03 1.473332532420416618e-01 2.250853002631058308e-01 7.863238384114963342e-01 6.781014913299880931e+00
2.371000000000000000e+03 2.891634762575154838e-01 3.153323029341303929e-01 9.370217866941060736e-01 5.454218056228112843e+00
2.372000000000000000e+03 1.975508831625904516e-01 2.606370982063088149e-01 5.894610044453548747e-01 3.649461081935074791e+00
2.373000000000000000e+03 2.545900644360509224e-01 2.958812668408704605e-01 7.222348110057832393e-01 4.105392239540938348e+00
2.374000000000000000e+03 1.313516397051099904e-01 2.125271866812832589e-01 6.724249981866676773e-01 5.943362605808799159e+00
2.375000000000000000e+03 2.369955835635776942e-01 2.854742038844010898e-01 9.438891002919811424e-01 6.305477522241446309e+00
2.376000000000000000e+03 9.559263290918254552e-02 1.813046554289525492e-01 9.068894375496765470e-01 1.061609250310429253e+01
2.377000000000000000e+03 2.739513061720446063e-01 3.069258248984583215e-01 8.110489828494901188e-01 4.617720690991914623e+00
2.378000000000000000e+03 3.368719280723470044e-01 3.403526646811864675e-01 8.326115699439511353e-01 4.119014608568704716e+00
2.379000000000000000e+03 1.366861559751065547e-01 2.167998657904531556e-01 6.168566426376428380e-01 5.133250860233292912e+00
2.380000000000000000e+03 3.021484607970602587e-01 3.223346082500302412e-01 7.551423173162457037e-01 3.855663637166593549e+00
2.381000000000000000e+03 1.961482486739011266e-01 2.597101729405945081e-01 8.601971418614874354e-01 6.320101453771361122e+00
2.382000000000000000e+03 4.290260551715479598e-01 3.840949330867700628e-01 9.322548981169728188e-01 4.070273096494238629e+00
2.383000000000000000e+03 1.989388159926259725e-01 2.615510744459214054e-01 8.893747755166732105e-01 6.544434539697828512e+00
2.384000000000000000e+03 2.357545755712325275e-01 2.847257916866365313e-01 8.664919251210838613e-01 5.636526210796370506e+00
2.385000000000000000e+03 1.131261659878098069e-01 1.972324085568227248e-01 5.884841464886959583e-01 5.485160590170211847e+00
2.386000000000000000e+03 1.118477670787765554e-01 1.961148152554844093e-01 8.504008879703681689e-01 8.923552947421896420e+00
2.387000000000000000e+03 3.137057736834334976e-01 3.284414796145181392e-01 7.089608220902475777e-01 3.387474649075964184e+00
2.388000000000000000e+03 3.410350402926428659e-01 3.424492708649426453e-01 9.449015917724433722e-01 4.914530780763788798e+00
2.389000000000000000e+03 3.509256674810745102e-01 3.473796004620622879e-01 8.179140341367842071e-01 3.885654419315913710e+00
2.390000000000000000e+03 1.369143447116917545e-01 2.169807570341133196e-01 8.157024975874402895e-01 7.456940068094439766e+00
2.391000000000000000e+03 3.766561382540109526e-01 3.598895768020813901e-01 8.921414031047837367e-01 4.201917548105521760e+00
2.392000000000000000e+03 3.847713826060776832e-01 3.637459160206081843e-01 8.703842921520869025e-01 3.983047522585063671e+00
2.393000000000000000e+03 4.216698238217215788e-01 3.807877821200188473e-01 7.357509895778251430e-01 2.811974914695502203e+00
2.394000000000000000e+03 2.874704506524015657e-01 3.144078269252423841e-01 6.089339847334049871e-01 2.823627111872208051e+00
2.395000000000000000e+03 3.659299510429953051e-01 3.547282062285165849e-01 8.631271918373967234e-01 4.085678823494873768e+00
2.396000000000000000e+03 1.786548055122330891e-01 2.478586587517077056e-01 7.465347146576764015e-01 5.556921647092895711e+00
2.397000000000000000e+03 4.396706415705963211e-01 3.888306376819046228e-01 6.736107041306711452e-01 2.304096158803706995e+00
2.398000000000000000e+03 3.946304568482702502e-01 3.683766076061067429e-01 8.096021589003503660e-01 3.487118775292489925e+00
2.399000000000000000e+03 2.411684642186518457e-01 2.879764693668327991e-01 6.906660543531767393e-01 3.997044980407630899e+00
2.400000000000000000e+03 1.793714729495473614e-01 2.483552993108648355e-01 6.934589749792259283e-01 4.998320959766887839e+00
2.401000000000000000e+03 4.056336372434768411e-01 3.734768824153028577e-01 8.456577537405440825e-01 3.656244080031799459e+00
2.402000000000000000e+03 4.551202929752605764e-01 3.956032439636155140e-01 6.711475154803999699e-01 2.212870650621919122e+00
2.403000000000000000e+03 9.161292978386276209e-02 1.774905070400548956e-01 8.939600029975439677e-01 1.070416461037662792e+01
2.404000000000000000e+03 2.952108614974119916e-01 3.186125732018535439e-01 7.781058934316610332e-01 4.108462827710090082e+00
2.405000000000000000e+03 4.111987739719993873e-01 3.760301340820869087e-01 6.665774753418531873e-01 2.406467829678795578e+00
2.406000000000000000e+03 1.239074231080248556e-01 2.064169737122009407e-01 9.012473040783050005e-01 8.999588099694777910e+00
2.407000000000000000e+03 8.876948308608503813e-02 1.747143550939269652e-01 9.064619796679865837e-01 1.108952920940557085e+01
2.408000000000000000e+03 7.014774606959423009e-02 1.553114965891197186e-01 8.325447488722962364e-01 1.152737703408099357e+01
2.409000000000000000e+03 1.406711494784244343e-01 2.199374888382149007e-01 6.453754502260755643e-01 5.359701842344200884e+00
2.410000000000000000e+03 2.508892958346843338e-01 2.937229019237879157e-01 6.163698723056523221e-01 3.234723108021118509e+00
2.411000000000000000e+03 8.206209305136530352e-02 1.679840466134114585e-01 6.291111028928373372e-01 7.420671960801550782e+00
2.412000000000000000e+03 4.583725421724769156e-01 3.970142006329692164e-01 9.574075224169561471e-01 4.030545003436172280e+00
2.413000000000000000e+03 1.349466491622701714e-01 2.154159202605134826e-01 8.991628047368080967e-01 8.511305726019664064e+00
2.414000000000000000e+03 4.130898151489753034e-01 3.768937952110049672e-01 8.357435330606275414e-01 3.537185518167428544e+00
2.415000000000000000e+03 2.019864935941673156e-01 2.635468981196361082e-01 7.633180273251281012e-01 5.263018654530913665e+00
2.416000000000000000e+03 3.104198664974519017e-01 3.267168234271587424e-01 7.369510868085776822e-01 3.634234592267932218e+00
2.417000000000000000e+03 3.422800360771537931e-01 3.430737807337434497e-01 6.106427300880802322e-01 2.424889240191156592e+00
2.418000000000000000e+03 2.917086774797483795e-01 3.167170314405153286e-01 7.003174800403194622e-01 3.521236258980857681e+00
2.419000000000000000e+03 4.562024244870440670e-01 3.960732741697932657e-01 7.209332978265109437e-01 2.527301917718868918e+00
2.420000000000000000e+03 1.450741365165773011e-01 2.233529748143294469e-01 8.856691342521608723e-01 7.980638923077792768e+00
2.421000000000000000e+03 8.686163050151235465e-02 1.728266582939396168e-01 8.030320237615011791e-01 9.712189960138367439e+00
2.422000000000000000e+03 1.263163000722480334e-01 2.084137856070800154e-01 8.316592957324870916e-01 8.044421704132750151e+00
2.423000000000000000e+03 2.932166881432283767e-01 3.175346227976043600e-01 7.762906486819520779e-01 4.115006098247429023e+00
2.424000000000000000e+03 4.133129803048387618e-01 3.769955868830285328e-01 8.443474038153357952e-01 3.593681855858789742e+00
2.425000000000000000e+03 4.533015623212206524e-01 3.948120070077382193e-01 6.527154471254038581e-01 2.102830056277597226e+00
2.426000000000000000e+03 4.051490240054834713e-01 3.732537180681658184e-01 7.695306128814879409e-01 3.141191757033349408e+00
2.427000000000000000e+03 8.865228876426314852e-02 1.745989872214082916e-01 8.412596626245316678e-01 1.014888721801256999e+01
2.428000000000000000e+03 4.322869998926329171e-01 3.855518857650105935e-01 6.368167328443924413e-01 2.098942478215991780e+00
2.429000000000000000e+03 1.055895604232917062e-01 1.905492461467876708e-01 8.153827427977664577e-01 8.778338565251846859e+00
2.430000000000000000e+03 2.791528452103614333e-01 3.098259381027127501e-01 9.101085849151099305e-01 5.367646102992623014e+00
2.431000000000000000e+03 3.615953112696782545e-01 3.526209728067561944e-01 7.049773059551061039e-01 2.982475433347770544e+00
2.432000000000000000e+03 3.159007015207204727e-01 3.295884918737518876e-01 9.502453314110187454e-01 5.229460285370764794e+00
2.433000000000000000e+03 4.157130255483268422e-01 3.780885803162377101e-01 7.277308986559578585e-01 2.793116379630224966e+00
2.434000000000000000e+03 4.102459533258704383e-01 3.755942170830993687e-01 8.283723597859080634e-01 3.506799075186405990e+00
2.435000000000000000e+03 3.416617178446659242e-01 3.427637646083265821e-01 6.561644194595475099e-01 2.766604614000480300e+00
2.436000000000000000e+03 3.448765911095713621e-01 3.443726103512426140e-01 6.223876269121904059e-01 2.494525204080198844e+00
2.437000000000000000e+03 7.550929123070362903e-02 1.611376185392413007e-01 6.597846374143894188e-01 8.309108819352832853e+00
2.438000000000000000e+03 1.776513398567776680e-01 2.471615941434461006e-01 6.140960363556176027e-01 4.216312333464223627e+00
2.439000000000000000e+03 2.137905923521839779e-01 2.711384064744740141e-01 7.836201710039908397e-01 5.247216846015211544e+00
2.440000000000000000e+03 3.772492658608194160e-01 3.601728278271469352e-01 8.755820910188505390e-01 4.080081678251087141e+00
2.441000000000000000e+03 3.807738647095443296e-01 3.618514439336791844e-01 8.318811936452226163e-01 3.744391317582334455e+00
2.442000000000000000e+03 4.126305761500721481e-01 3.766842373196553906e-01 9.321332550962597718e-01 4.190842985923168840e+00
2.443000000000000000e+03 1.885585309828066158e-01 2.546360196785178442e-01 5.849485485996421819e-01 3.739909557494441206e+00
2.444000000000000000e+03 3.315054123332537017e-01 3.376307983439407190e-01 5.933420564074465275e-01 2.367570014327882166e+00
2.445000000000000000e+03 8.430008856748932855e-02 1.702592670488846660e-01 8.801258386825290270e-01 1.104142020273360103e+01
2.446000000000000000e+03 1.308770182822830697e-01 2.121428700447106075e-01 8.831656605007354166e-01 8.483322366261717207e+00
2.447000000000000000e+03 1.697054146812322362e-01 2.415708868352214600e-01 9.209244323872677329e-01 7.591426178249434997e+00
2.448000000000000000e+03 3.158272389846539796e-01 3.295501668334115397e-01 7.706370441793699566e-01 3.844791622082325500e+00
2.449000000000000000e+03 3.102915270940903580e-01 3.266492778519202722e-01 9.487917416005529070e-01 5.284098546498821491e+00
2.450000000000000000e+03 2.561089921320379714e-01 2.967625932817343215e-01 6.194316629922317352e-01 3.206308971079578907e+00
2.451000000000000000e+03 2.350326099793044465e-01 2.842894908383544195e-01 6.637225403724325012e-01 3.835182146089942012e+00
2.452000000000000000e+03 2.267245963890827942e-01 2.792197042376670657e-01 7.583757640749064777e-01 4.804729564195060476e+00
2.453000000000000000e+03 8.820719923429951037e-02 1.741601380460305049e-01 7.103169377161201448e-01 8.268398987231037722e+00
2.454000000000000000e+03 1.945315908813586292e-01 2.586376902896975749e-01 6.437103449785128717e-01 4.227133033752545899e+00
2.455000000000000000e+03 1.332092624566416084e-01 2.140247290310239858e-01 8.315406755163166075e-01 7.777063199208710031e+00
2.456000000000000000e+03 3.640468089008573327e-01 3.538142809434022817e-01 8.121177526618621467e-01 3.735148815150069357e+00
2.457000000000000000e+03 1.793769120284527951e-01 2.483590647189932443e-01 7.367790171179864345e-01 5.441635247969903943e+00
2.458000000000000000e+03 1.436492232125137214e-01 2.222533854046950252e-01 6.080086314772610301e-01 4.854559871777647473e+00
2.459000000000000000e+03 2.997196919948743599e-01 3.210364784372750080e-01 7.444963860003435130e-01 3.795443772326787535e+00
2.460000000000000000e+03 1.060224092777519722e-01 1.909394109881078216e-01 8.281150801532740635e-01 8.925629774160899643e+00
2.461000000000000000e+03 4.296517969130602133e-01 3.843749354975379284e-01 6.804331415001991790e-01 2.400271223510937357e+00
2.462000000000000000e+03 1.300902875382285440e-01 2.115042900477285270e-01 8.992871822368996293e-01 8.709049684357104582e+00
2.463000000000000000e+03 1.005815903121825006e-01 1.859756104969199075e-01 9.269037956732107952e-01 1.057030175511572345e+01
2.464000000000000000e+03 4.308379509642841221e-01 3.849051481603286140e-01 8.336861024315167512e-01 3.406265300378292782e+00
2.465000000000000000e+03 2.296398885710440874e-01 2.810091153488205040e-01 7.471828140104478377e-01 4.659502872465902001e+00
2.466000000000000000e+03 1.056253836126113399e-01 1.905815670644601945e-01 6.693234852998961593e-01 6.828190758800358751e+00
2.467000000000000000e+03 2.843961033108983738e-01 3.127220934961263965e-01 9.538062041602747287e-01 5.653715625334950090e+00
2.468000000000000000e+03 1.439378697676987340e-01 2.224765696241659541e-01 6.200571965803188812e-01 4.985259539692144415e+00
2.469000000000000000e+03 1.319112682479299248e-01 2.129794454659453551e-01 6.613533313726800422e-01 5.794127638914108758e+00
2.470000000000000000e+03 3.693171693202009775e-01 3.563661893274681081e-01 9.658431173536163872e-01 4.789986751435616696e+00
2.471000000000000000e+03 1.420095146281692700e-01 2.209812701840845051e-01 9.668750553967457861e-01 9.023031854102580240e+00
2.472000000000000000e+03 1.536298627611519252e-01 2.298447378520366291e-01 6.990144341774821024e-01 5.631430726859813163e+00
2.473000000000000000e+03 2.124982848565205307e-01 2.703176844130507628e-01 6.629712075455929110e-01 4.134885749176721248e+00
2.474000000000000000e+03 1.634777027407995353e-01 2.370969717424314116e-01 7.085803246327599947e-01 5.497511610497184620e+00
2.475000000000000000e+03 3.963010441834929898e-01 3.691555076647886069e-01 7.238551158287120924e-01 2.884832690526517585e+00
2.476000000000000000e+03 4.312694364392473667e-01 3.850978417455550584e-01 9.588136768312947034e-01 4.229529469623180660e+00
2.477000000000000000e+03 2.775314512260110833e-01 3.089248520268077502e-01 9.591273293202511319e-01 5.792811105236452818e+00
2.478000000000000000e+03 1.275946252493568023e-01 2.094657081704078549e-01 9.049121525750812856e-01 8.882514285442479007e+00
2.479000000000000000e+03 1.273913493336455149e-01 2.092987877157927723e-01 8.540411805168484083e-01 8.273382449130224359e+00
2.480000000000000000e+03 2.919187841289557217e-01 3.168310705165967023e-01 9.143474422566594262e-01 5.236548285164603911e+00
2.481000000000000000e+03 2.216110029207302712e-01 2.760529570396750842e-01 7.475091950302948929e-01 4.783866291010648197e+00
2.482000000000000000e+03 2.923420029934554187e-01 3.170606554701616564e-01 7.471390097850618695e-01 3.890559001510092596e+00
2.483000000000000000e+03 2.973872595780310268e-01 3.197848783647426196e-01 8.053582927115994217e-01 4.302351324271935340e+00
2.484000000000000000e+03 4.568627156622200869e-01 3.963598017197938472e-01 8.010558702857035751e-01 3.037850882485070070e+00
2.485000000000000000e+03 7.992701721144865323e-02 1.657843561407033595e-01 6.444352242555612120e-01 7.781980991454958030e+00
2.486000000000000000e+03 3.125257438775840280e-01 3.278231679280396715e-01 8.470463326364536805e-01 4.468645348468120559e+00
2.487000000000000000e+03 1.115299899817035756e-01 1.958360205728081893e-01 9.459080960156989182e-01 1.017904688319932660e+01
2.488000000000000000e+03 8.982631953006003922e-02 1.757513002908745181e-01 7.434848578413041364e-01 8.654293173986701504e+00
2.489000000000000000e+03 1.325968449423249318e-01 2.135321826192604078e-01 6.537946296519724365e-01 5.683703786786750811e+00
2.490000000000000000e+03 3.608701065261424867e-01 3.522671922952619883e-01 6.720935840916127946e-01 2.750269185692364449e+00
2.491000000000000000e+03 3.089278083500311967e-01 3.259306822334662734e-01 8.925085290988370446e-01 4.861381262185840768e+00
2.492000000000000000e+03 1.794047691000634770e-01 2.483783489392397126e-01 7.816322207616337447e-01 5.900129341386374904e+00
2.493000000000000000e+03 3.716005832317821334e-01 3.574661620212377655e-01 6.323899999701085850e-01 2.397367186270372930e+00
2.494000000000000000e+03 2.189712880714856647e-01 2.744039322208274845e-01 7.668247586985189601e-01 5.004182125564796024e+00
2.495000000000000000e+03 2.380004258268055006e-01 2.860787576095414342e-01 8.697804851304941076e-01 5.629160733914995163e+00
2.496000000000000000e+03 4.166520404610938311e-01 3.785153537551934066e-01 6.445717993762819509e-01 2.229084778042438320e+00
2.497000000000000000e+03 4.695795387930781217e-01 4.018382987321353905e-01 9.564982492962993410e-01 3.951194933653188190e+00
2.498000000000000000e+03 3.517145200990127174e-01 3.477698219611103370e-01 7.871160258988636471e-01 3.653805173621812674e+00
2.499000000000000000e+03 1.835431456262120453e-01 2.512267205819679883e-01 6.008781404131142700e-01 3.980354020487501199e+00
2.500000000000000000e+03 1.016494824144122400e-01 1.869602713943699923e-01 6.764524455567419992e-01 7.098059867902369646e+00
2.501000000000000000e+03 2.611484536869295714e-01 2.996680717420397988e-01 9.279192000343821078e-01 5.771871176936800296e+00
2.502000000000000000e+03 4.452318286702639516e-01 3.912819784790639299e-01 6.079189433962307598e-01 1.849700104293840131e+00
2.503000000000000000e+03 1.045329875167404499e-01 1.895934918495562338e-01 7.634930370083561346e-01 8.137406444837742114e+00
