# om	S8	As*1e9
1.139284373055476918e-01 6.609079479695250114e-01 6.388607461861891323e+00
4.090945554336147261e-01 8.036187368396676689e-01 3.346904373155628942e+00
2.657262697550145103e-01 8.748050480951383712e-01 5.257081745211340973e+00
3.717992503658678616e-01 9.627836876413580214e-01 4.745198005110525585e+00
1.640468422142393745e-01 9.664086764494540516e-01 8.243998037889426200e+00
3.653360272518955676e-01 7.663863009934874793e-01 3.396839151734301065e+00
3.673049795227094072e-01 9.115213145330386402e-01 4.420260796659452041e+00
3.244389945770246308e-01 6.174360284607413041e-01 2.599341333354730832e+00
4.244810507344951578e-01 5.857559953207128745e-01 1.797616768854563229e+00
4.584861120361785058e-01 8.010583438714312665e-01 3.028762665417886080e+00
4.375466928614435980e-01 6.121193914413303183e-01 1.911764967066242438e+00
2.056435618907054841e-01 7.458453161751001925e-01 5.030217118688314670e+00
2.853542149817590579e-01 7.682996605280454361e-01 4.135195024501756578e+00
1.790299242450137940e-01 8.082064329611283737e-01 6.180775974193664979e+00
1.822657247643713618e-01 7.080376236383802979e-01 5.089776313474118297e+00
1.725033407584687095e-01 6.956990428568324836e-01 5.161631348966858823e+00
1.068352294924097834e-01 8.822971459729090915e-01 9.602244757268818987e+00
3.897605185685251716e-01 7.041435944240963529e-01 2.789605906930533674e+00
4.128168435197848707e-01 8.914850781999652529e-01 3.915156351973579252e+00
4.290507016061214651e-01 7.542312802005382011e-01 2.891852890416297672e+00
2.463741981570712336e-01 8.468288926490662449e-01 5.296216270953037153e+00
4.056795438420061073e-01 6.265458719282230859e-01 2.164546604362345139e+00
4.584563864207787387e-01 9.396420600656557598e-01 3.916237625758499430e+00
1.879280121327271957e-01 6.442630652769134603e-01 4.342864846720972949e+00
3.717968127595351890e-01 6.589568281866414745e-01 2.585065617875830224e+00
3.436345568235175674e-01 8.899778315867382661e-01 4.481764212656482727e+00
1.909250350542942287e-01 7.334046201814088395e-01 5.176520355391975414e+00
2.185734608141540747e-01 5.943524720329251831e-01 3.411336213502771830e+00
3.430431809956936418e-01 6.754370230996642466e-01 2.899447513364553419e+00
2.873766474446227126e-01 9.443901182861411669e-01 5.537254160114130741e+00
3.050804404205927356e-01 5.764566578920563567e-01 2.424504492107221854e+00
2.675606916335250274e-01 8.494151803780405352e-01 5.019023226159310624e+00
1.566372172227125104e-01 7.086988830219855817e-01 5.662932597113172761e+00
4.059898928646431537e-01 7.148174173945281984e-01 2.763501584107016296e+00
7.235017279803945822e-02 6.861225450174367468e-01 8.958429411137959875e+00
1.791367753554354292e-01 8.146888964242375852e-01 6.244704606063045560e+00
9.341402394965447886e-02 7.702981842941999391e-01 8.826080112585414028e+00
4.163634267080799090e-01 6.813937969741660217e-01 2.477975194605847253e+00
4.672131443966629494e-01 8.765043289627110212e-01 3.459146071378694121e+00
3.090877412126438184e-01 5.911424338767203857e-01 2.509595229987132914e+00
1.495013235026548259e-01 7.247921100636898206e-01 6.026480263092548029e+00
1.797325555296496735e-01 9.018547471679468908e-01 7.122204906990351247e+00
2.523370430538288689e-01 9.155757704137685860e-01 5.801605314319965956e+00
2.720853238541506292e-01 6.225713906127013919e-01 3.074258807472529664e+00
1.112644959547515466e-01 6.795976862108187300e-01 6.732530295071851967e+00
1.274390391701165082e-01 7.274281735348855360e-01 6.733858119038050205e+00
4.112194072056095662e-01 7.312652940460028228e-01 2.843672668676218596e+00
2.480171445824395915e-01 6.632445611851875977e-01 3.673569423445162574e+00
4.445979537856507013e-01 9.059051194114221550e-01 3.789935388756170642e+00
2.079322220949252897e-01 7.822659781283263225e-01 5.337125184462284011e+00
7.022599954239375220e-02 6.189092188080297374e-01 8.024871814620805566e+00
3.781954116323904547e-01 9.567884737212829505e-01 4.644804306318892628e+00
2.764271305887704977e-01 7.139787488581265107e-01 3.787168947539166108e+00
1.552501951377406875e-01 7.476914059963579717e-01 6.126552205413805297e+00
1.481356932948601768e-01 7.110317597543762691e-01 5.908859764640411072e+00
2.532194567533815888e-01 7.021606944346657775e-01 3.949222029398889777e+00
1.291114205586909591e-01 5.766002405384149654e-01 4.856712185785495350e+00
4.340591097662788167e-01 7.192843323307311909e-01 2.633013130969996229e+00
1.625447534046150500e-01 6.393438488242528805e-01 4.774791949450783335e+00
2.366264521236909890e-01 5.740152995272573833e-01 3.015679978593093669e+00
2.813883666037312881e-01 8.290284809828741830e-01 4.675290612705270021e+00
2.248334983301775725e-01 7.133784746099003371e-01 4.422304019677884668e+00
4.153423795727258505e-01 7.656404354308714577e-01 3.050308986292294744e+00
2.919628313057369140e-01 6.512811131462014069e-01 3.125360371274624516e+00
1.587966246557888650e-01 6.761855828294041082e-01 5.256255754031720073e+00
2.315360987562412043e-01 8.828692155242398032e-01 5.854237692753390121e+00
2.125417343952651361e-01 8.553120664984508181e-01 5.942925305328653707e+00
9.032300064056153488e-02 6.714000547997585056e-01 7.584868770861445952e+00
1.665660648123696297e-01 6.710750150016646653e-01 5.028355552596051936e+00
3.791384421393927395e-01 7.103720288978327968e-01 2.901479448209312029e+00
3.700724187511461594e-01 9.225930696353519256e-01 4.474736850846248615e+00
8.487938807465886248e-02 6.243728194026946232e-01 7.190827899553131175e+00
4.094241912417494467e-01 7.925209688468553004e-01 3.269521163312060441e+00
3.671738717596030321e-01 6.499397790250238671e-01 2.549955325737350176e+00
9.874361831595684924e-02 9.630642330483967228e-01 1.118655170559252809e+01
3.707903490514811162e-01 5.726809544661672913e-01 1.977181789355243691e+00
2.918401127597664013e-01 7.350818554382114733e-01 3.798950572382486346e+00
1.752019510239916644e-01 9.621592819517066353e-01 7.865269572017558275e+00
2.622097331381620933e-01 6.526161725489288967e-01 3.425161464969205038e+00
8.819970854114125847e-02 6.986564106213025704e-01 8.098624922138036197e+00
4.277394446394007788e-01 9.119345364644269036e-01 3.944850429928269175e+00
4.522679463931738031e-01 6.046105585350557421e-01 1.797529124635746545e+00
1.035288531201347118e-01 8.747430591202833838e-01 9.685861960785626223e+00
3.015280285553252337e-01 6.502356726984529489e-01 3.033558248652443279e+00
3.368161228879706925e-01 5.756028719287828999e-01 2.199699085425182776e+00
1.385249985876355061e-01 8.875699672017065556e-01 8.238322314421987258e+00
8.517441867613281814e-02 7.290935343975473160e-01 8.730292958504305645e+00
2.988017107488867286e-01 6.879142842847065786e-01 3.355748403419569481e+00
2.168394513071460472e-01 7.571587538569874987e-01 4.949029766717613299e+00
3.968366042577476938e-01 7.186041105388176753e-01 2.845331185537540275e+00
2.367479638859710800e-01 7.258371103010787806e-01 4.367070406674436356e+00
4.514259301131632318e-01 8.088938282966261495e-01 3.119270643572540802e+00
3.219938631832515163e-01 7.118748865357806821e-01 3.338653887133814724e+00
1.029361485287237088e-01 7.694054226966005050e-01 8.296396445979764778e+00
1.215024132698588055e-01 9.545650592062713269e-01 9.772020231840238935e+00
3.231277220830307551e-01 5.861384672506900761e-01 2.370176399604759343e+00
4.032334920073709084e-01 6.189816167482096176e-01 2.125820048162709863e+00
2.864420473636794529e-01 8.287227717164212804e-01 4.612780315140142307e+00
1.213562380742802260e-01 7.103012080833436270e-01 6.739405296573712789e+00
2.693149003435951205e-01 7.940907094023212931e-01 4.533633450840964585e+00
4.171606363163608000e-01 6.628335288556540528e-01 2.349019964984313535e+00
3.747569660269635117e-01 6.646855018044498520e-01 2.607094262360234449e+00
3.077783180545484720e-01 8.704941960119702005e-01 4.702341252883782019e+00
3.057305938950058977e-01 6.990245771287122434e-01 3.380681215766447867e+00
3.158856183509051729e-01 9.500171865953425110e-01 5.227875494545854096e+00
2.506905765273737541e-01 7.166871667051313288e-01 4.105434128551912920e+00
3.266301110709690092e-01 6.364705698240055165e-01 2.727938887252810307e+00
2.183485377629767465e-01 6.837942303753128392e-01 4.243980431006029619e+00
8.117374792015311091e-02 7.350376267667386720e-01 9.084416167298231315e+00
2.684015745939992703e-01 7.035071091296878354e-01 3.786911505346761242e+00
4.514259325474381246e-01 7.314755472452091345e-01 2.619740349575998994e+00
3.518921831011484480e-01 9.593957952885781015e-01 4.911396823523485722e+00
4.356360192257928698e-01 8.365569755841371080e-01 3.394715122429787346e+00
2.429792716906824523e-01 8.293797016484978357e-01 5.194244821817353142e+00
1.364368666573319011e-01 6.296705693292622419e-01 5.290249027719100994e+00
1.635535538153503887e-01 6.222829702071905889e-01 4.570670205750953841e+00
1.604415345318321307e-01 8.503851462717617604e-01 7.103834669457206985e+00
2.456933595860251729e-01 6.015180853060549948e-01 3.160942153398835774e+00
7.257180839387733506e-02 5.914574332921562760e-01 7.418117640010137848e+00
2.000315867998842534e-01 5.864546431872811327e-01 3.584557785722151113e+00
2.504782809942250887e-01 9.597794331498568088e-01 6.213768913108264513e+00
1.277322285526578949e-01 8.272613484271846840e-01 7.934691732119691920e+00
1.247852300610608756e-01 7.706641928334939662e-01 7.357909095382476394e+00
3.945085895414879862e-01 5.960146573800856329e-01 2.013772351890068091e+00
3.436563078332476873e-01 9.079193710504217529e-01 4.614237028373642246e+00
4.176396391848510303e-01 5.894812243179718969e-01 1.854400637509824090e+00
2.416902885596846906e-01 9.310011572511471822e-01 6.109792247949739519e+00
3.784041056480660914e-01 7.658399080861308938e-01 3.297238634134491253e+00
1.658318205846490145e-01 9.035927956894063140e-01 7.519452885487796223e+00
1.184077946767934097e-01 6.780925634617207542e-01 6.442999517834492096e+00
2.886841208143769988e-01 7.219684183154977397e-01 3.725300034996056997e+00
3.575683034007120509e-01 6.248611395077789954e-01 2.430181019126990360e+00
2.280040650182159345e-01 9.228849338453699591e-01 6.278915443565910692e+00
3.521069524477727919e-01 6.709947613511701991e-01 2.802226528975837905e+00
3.382490550547484487e-01 9.354135862219141728e-01 4.872634878334864084e+00
2.950304471140519635e-01 8.467694511022078041e-01 4.658390931314855266e+00
1.959165376619416699e-01 8.296607399673562311e-01 6.025994752025059853e+00
4.686151686025200602e-01 9.497151971166899465e-01 3.914461691180677771e+00
4.081469070231604768e-01 6.701067976102288437e-01 2.447234122063394413e+00
3.942929325861979084e-01 5.993091761722427746e-01 2.037642627960223773e+00
1.367052254800080746e-01 7.059822283880542448e-01 6.177758607322830997e+00
7.462894273653572497e-02 7.506589829197024555e-01 9.812436210955704396e+00
2.335647771675395390e-01 6.495945065735868607e-01 3.727069733550219421e+00
1.343929818931955678e-01 6.432422432894192577e-01 5.506726638187579681e+00
2.006715358559985618e-01 6.143668742839661912e-01 3.845610438124857478e+00
2.241855057778228688e-01 9.683481543100070921e-01 6.766236473133632856e+00
3.697041690227594879e-01 8.514181965171647715e-01 3.970539652529564645e+00
3.332574970765619371e-01 8.984692566651677481e-01 4.647218954187311013e+00
1.575897070439968295e-01 7.316915666084058412e-01 5.890531573570935819e+00
1.812371011936543264e-01 6.587026440344576628e-01 4.607758212409160947e+00
3.147602905491115322e-01 9.419369033797551083e-01 5.178525198685987263e+00
3.638004024029886652e-01 6.433370684341800372e-01 2.524007552302732105e+00
1.429325831240767231e-01 7.860676781995463713e-01 6.913757387019048295e+00
2.364590155925355153e-01 8.250527917581103043e-01 5.255553287897384962e+00
1.965728175708832681e-01 9.109442304789570066e-01 6.807208220729403791e+00
4.487305455742164328e-01 8.382320658792250523e-01 3.324790867366990366e+00
1.996457478304035082e-01 7.558966165908700408e-01 5.234050830190943415e+00
1.436310275574541051e-01 9.341335715275113083e-01 8.585538001203968150e+00
2.674832942638071254e-01 6.176338987669964808e-01 3.077192807213261272e+00
1.248906932954278459e-01 9.391432716479465315e-01 9.420686524802434292e+00
1.625341257185621280e-01 8.178729859695482718e-01 6.694783048391029112e+00
3.294101206336556009e-01 7.541636061062637619e-01 3.596507168243654906e+00
2.384588655014829306e-01 6.803854653819096931e-01 3.940318475081341365e+00
2.481833135621851483e-01 5.797593640943691229e-01 2.945137758020282437e+00
2.868543052586129405e-01 9.295325084041062835e-01 5.423942073144555565e+00
4.165758578354626929e-01 7.541371351682204516e-01 2.965412581258393576e+00
1.506967215202792976e-01 6.707265070900335635e-01 5.390401795427186116e+00
1.084053409000232948e-01 6.418629154452550889e-01 6.351396772092162024e+00
1.187612416364109413e-01 9.507421688272017501e-01 9.860158598674956920e+00
2.684931151844645036e-01 8.408987838495226574e-01 4.935398373621721291e+00
4.450483075894512419e-01 8.169855676297363978e-01 3.209117709128864515e+00
4.614168402480643971e-01 8.922649402761748672e-01 3.594540089755534407e+00
1.609349939142697972e-01 7.929505469067006374e-01 6.469044646121261621e+00
2.332543572427080714e-01 7.851214900025913490e-01 4.947474754166542255e+00
3.769243176865454958e-01 7.361126671034707858e-01 3.097910041851050789e+00
7.111444342445313871e-02 9.529723083816772355e-01 1.339219375436517012e+01
7.602471013969117064e-02 8.797847369984588273e-01 1.173281546704967404e+01
1.264722542332138711e-01 6.124530855323574441e-01 5.365978651973337676e+00
3.259664268226677430e-01 7.203259383152744721e-01 3.369582334935625756e+00
4.354571406453782711e-01 6.675844200831486663e-01 2.285761703412839463e+00
3.790616144237491381e-01 7.581499478784048396e-01 3.238407869427611718e+00
2.833573167008153204e-01 8.592139310517226125e-01 4.897544047078879359e+00
2.287300127226898905e-01 8.673577727178608532e-01 5.762275254776110245e+00
4.221169640399888845e-01 6.845559508647428570e-01 2.467768589472975282e+00
2.888410641782626076e-01 8.099299185725199468e-01 4.433253658553564236e+00
1.194466105419565161e-01 8.204399747976901525e-01 8.191328565025962405e+00
1.253407842200118527e-01 7.343835930077250440e-01 6.892662790119299387e+00
1.227787198790089018e-01 5.856002181197861312e-01 5.145214137262556164e+00
1.305975464798497521e-01 6.991224195623090276e-01 6.286818933232396489e+00
3.583848450545855657e-01 6.942425808577196156e-01 2.927452495304339042e+00
2.899241943978876912e-01 9.022142229782201817e-01 5.164052699872051733e+00
1.024134543045886470e-01 8.906311779853881561e-01 9.965100210935050384e+00
1.684653387805611913e-01 7.987504671421356006e-01 6.336598703601305616e+00
1.646918493100103242e-01 6.388260337432247749e-01 4.724299834094519923e+00
7.114758767685955276e-02 9.328344295370721850e-01 1.306128542020620387e+01
4.237225208092396667e-01 8.476502034671649088e-01 3.545305427521034058e+00
3.627444776905373036e-01 9.029198298055994831e-01 4.399206451121649764e+00
1.011813035243301073e-01 6.938342050991733734e-01 7.356210203814757875e+00
7.584874666085558714e-02 7.184902903296188637e-01 9.209886474198139439e+00
1.583377970215781860e-01 7.357440312615689537e-01 5.915783800336500420e+00
1.424009616399501410e-01 8.607627719940009747e-01 7.788685413098374255e+00
4.210094541318993855e-01 8.210439950505648010e-01 3.385699975739753231e+00
4.121093419600896923e-01 6.372476033799514550e-01 2.203417955926692873e+00
1.879029297046269364e-01 7.462583990027129577e-01 5.363353337045490221e+00
4.408767096868518864e-01 6.571369420251851334e-01 2.190509328779200349e+00
2.142492016500122110e-01 8.239571472575064615e-01 5.617143316800138564e+00
2.968200032552760215e-01 8.313140273609932462e-01 4.515003411985080817e+00
2.248634377137905815e-01 5.814099994858746845e-01 3.215383701665526228e+00
1.682521632066237005e-01 6.693223117649701459e-01 4.974023865220804197e+00
4.277147119218792648e-01 7.865517621196824738e-01 3.113888752925974668e+00
2.908681469631274608e-01 6.528924411539467343e-01 3.148136293309507838e+00
1.020949487922463428e-01 6.901135841803001103e-01 7.263322777361928217e+00
2.781256500657767750e-01 8.996487641738107888e-01 5.295439908525663597e+00
4.303611486614242754e-01 6.933176902875972658e-01 2.481706857318072057e+00
4.388824498072066982e-01 7.365982625300320219e-01 2.720234085569789517e+00
1.518863298075153190e-01 6.247719942560264750e-01 4.849823198802438284e+00
2.572702373093912476e-01 8.260944896705012530e-01 4.960679498970874235e+00
3.658464351864680331e-01 6.646395221235289474e-01 2.663742689932578234e+00
2.621992739894670743e-01 7.423484283169941023e-01 4.184975622572091325e+00
8.583442150674280846e-02 9.425121832349485640e-01 1.184658175663863311e+01
2.676005992790106425e-01 6.976695543359887619e-01 3.746793788357547061e+00
4.543926287436886868e-01 8.288531334890263391e-01 3.230568044267377648e+00
4.362077440978893716e-01 7.660729446851213265e-01 2.928459834777474402e+00
2.434831558476310831e-01 6.934764969208375707e-01 3.992686502407510662e+00
2.958401629184817527e-01 8.430179906675937529e-01 4.619234884148987419e+00
4.169982679221370114e-01 5.705082049908557495e-01 1.730066511311510347e+00
3.070735470611455353e-01 8.181557398245370427e-01 4.300683094644119464e+00
2.114126127414047984e-01 6.796703969106419052e-01 4.308323899641944621e+00
3.355198031623036758e-01 6.905887574281606156e-01 3.068588670539420082e+00
8.012778897759806340e-02 7.697350920024899068e-01 9.688573439590436820e+00
1.337626136430538071e-01 6.938302039831980572e-01 6.124270296228106147e+00
1.334144727890308746e-01 9.639100250453219720e-01 9.340541254445275499e+00
2.147527560673879177e-01 9.332621184357107191e-01 6.630634584273387588e+00
1.095707012747117459e-01 6.334480728500150315e-01 6.196126109838870022e+00
7.026441700233071463e-02 6.274243917420410099e-01 8.161367017928318646e+00
1.102996480886826447e-01 7.861094913860549038e-01 8.161421403946837572e+00
9.933851522652314969e-02 9.157391253652189533e-01 1.049576311331405165e+01
7.514988385614973510e-02 8.497163802723072257e-01 1.133758981621667594e+01
4.657331816444411077e-01 9.363699825215922035e-01 3.848266789515041975e+00
4.528196527846555242e-01 7.765319753369710476e-01 2.902743729600631983e+00
1.731282248310462846e-01 5.754494004709082011e-01 3.895628985193485772e+00
2.982237404917323365e-01 8.568726012401393088e-01 4.702314328182987779e+00
1.659215258867808573e-01 8.585233202088371485e-01 7.037182020463671250e+00
4.625170100151436703e-01 8.692260852705585572e-01 3.440901665009690635e+00
1.230438116344998722e-01 6.654072501791968852e-01 6.123736510645708009e+00
3.338546514087807338e-01 8.836735365160504063e-01 4.530170246711662685e+00
4.264103816226566535e-01 8.345152666312981582e-01 3.440282981283905084e+00
1.360759935993913761e-01 6.951415988712018601e-01 6.069473492577468932e+00
1.873417406425828824e-01 8.132538964152413730e-01 6.045550185520369268e+00
3.674606254089139434e-01 5.845958140879407017e-01 2.080823590903248199e+00
2.404736857090520041e-01 7.348564569922229062e-01 4.396512541861627099e+00
1.683625032511875674e-01 7.772031574159248279e-01 6.111517365808298408e+00
2.829427839083678009e-01 9.423597771830702907e-01 5.580314004357321167e+00
1.572865961467707074e-01 9.520516401766747627e-01 8.307015350624082473e+00
1.335497264324111144e-01 9.534013298400686454e-01 9.210083169492737198e+00
1.725521886553166850e-01 6.123682838871227219e-01 4.290929103540893408e+00
4.324519606394134907e-01 6.003144574069998463e-01 1.857504468977200229e+00
1.578121565181354879e-01 8.153818193519951629e-01 6.798203689625403001e+00
2.125749378776459475e-01 8.762267167389515832e-01 6.138952653421492656e+00
2.742324626834186652e-01 9.250689354350392080e-01 5.558191320891205933e+00
2.725303220391094294e-01 8.781116586602782936e-01 5.192121147078895049e+00
2.633361780297903687e-01 7.166833736182355308e-01 3.954574283021048853e+00
4.309656190779221907e-01 8.595007026635895775e-01 3.575922672570985394e+00
2.548651468132266951e-01 8.759004586050881391e-01 5.421614580765773184e+00
3.953133089303249026e-01 7.562997944577627418e-01 3.114765828211099485e+00
3.722124110825129617e-01 7.170862980712765511e-01 2.995508678950670411e+00
1.272853676406157375e-01 7.279954433524498114e-01 6.746082124467683627e+00
2.420838849503422485e-01 7.103413915960581360e-01 4.158867075163060534e+00
2.020757260401778166e-01 8.729041739166680802e-01 6.318234953514535235e+00
3.702493374061816001e-01 7.648197828756785333e-01 3.349084146454547994e+00
3.599582418670431161e-01 6.639306111013414391e-01 2.697424826102140738e+00
1.541543582038470139e-01 7.598296842252426631e-01 6.289766983174942538e+00
3.033804577587811968e-01 7.136744039500073633e-01 3.517173863285429025e+00
3.827613693489119173e-01 7.230983804296227113e-01 2.966929778801629336e+00
1.116794429921401655e-01 6.866153880524225039e-01 6.807143708738104593e+00
3.830478282759871567e-01 8.822207346632426894e-01 4.079627612257953118e+00
4.205863114702861338e-01 6.401465651281813551e-01 2.179208022843442283e+00
4.022523786803132162e-01 9.422517474979893448e-01 4.340642413429506519e+00
2.753245972747419001e-01 7.448143504685187377e-01 4.053710709974343018e+00
3.539095259564316587e-01 8.510972057615997510e-01 4.102183125129098329e+00
9.310619103475692437e-02 7.644777117424854662e-01 8.761432177302387103e+00
1.143434399373703947e-01 8.979145764520835016e-01 9.411739188849733040e+00
1.604467822491311702e-01 9.347256069585081484e-01 8.016497559485898705e+00
1.006365170682023691e-01 6.650210553913916689e-01 6.988017265714697501e+00
3.191731522192697290e-01 8.522817037057399681e-01 4.440057031127933485e+00
3.753001643367158136e-01 8.711817772729218978e-01 4.064969777019637576e+00
3.379994609909002801e-01 8.370063242500310752e-01 4.141403816074442190e+00
3.529176740675389889e-01 5.715337091352614696e-01 2.070774336968891571e+00
3.818225547605594850e-01 8.604588541903682719e-01 3.936856671443713207e+00
2.690961293290689005e-01 7.557586999490036872e-01 4.215983348658760121e+00
2.994086882386182147e-01 6.165025832253130389e-01 2.784434026048270727e+00
1.973098898320798378e-01 6.393717795568488738e-01 4.140086114551493779e+00
3.187898598372230774e-01 9.331105220647074594e-01 5.064607178702482670e+00
9.958825705962198738e-02 6.830750942700267725e-01 7.283739252531063357e+00
4.642993128643402856e-01 9.067323948939818301e-01 3.668882032217308353e+00
3.103195189116713104e-01 9.445175389000806110e-01 5.250502450785580422e+00
9.567074407876446918e-02 6.766507547203173267e-01 7.383890723776962872e+00
4.010953681562022810e-01 6.960852439419382698e-01 2.664860063093434928e+00
2.267638137378708563e-01 9.280136933757948681e-01 6.348489232214442168e+00
2.066747753110596830e-01 6.483116298829625368e-01 4.082322010501378884e+00
2.889050023277640600e-01 7.143062056957946160e-01 3.661272787786622462e+00
8.563581983544843457e-02 8.490188098121278504e-01 1.047769701294695643e+01
1.001534192233248799e-01 7.081336499965974474e-01 7.600494828580044882e+00
4.515160963918335435e-01 6.641255719493068810e-01 2.184746481339266300e+00
2.887618088817389128e-01 7.910252669270833037e-01 4.281635951224565417e+00
1.043446356895457727e-01 6.282099829628507992e-01 6.331043238027143971e+00
2.707301665164991711e-01 7.763560704653896805e-01 4.368508818320643527e+00
2.530798843868840020e-01 8.551387240489515262e-01 5.269182401898847345e+00
1.503932092259936959e-01 8.746398818395180186e-01 7.677474896543060368e+00
4.558957311639817989e-01 9.161821403592304014e-01 3.782481978012997015e+00
4.205171989165977231e-01 8.372795450752322788e-01 3.497449016144190015e+00
2.285845638146384862e-01 7.890294594971478670e-01 5.054533398168313596e+00
1.483280457189824764e-01 8.661929731834874246e-01 7.650223376728471081e+00
2.857819304259359150e-01 5.727208222033060014e-01 2.544480423725156815e+00
1.409012853431523271e-01 8.012092502620854484e-01 7.153372043086855925e+00
2.376565739717203807e-01 6.108538532596302639e-01 3.332177448620383675e+00
1.209922512678938133e-01 7.515442861422743093e-01 7.266715837807197431e+00
1.644619660776798775e-01 6.270226135466717698e-01 4.602888754176049702e+00
4.694884924695496009e-01 9.089777236845595354e-01 3.651118427789243892e+00
1.378428515397715493e-01 9.654919498767677855e-01 9.173741675208038515e+00
3.755606231832856468e-01 7.234377265196173523e-01 3.017674666271713324e+00
1.808279392945100206e-01 7.122256512935302153e-01 5.160999235407206953e+00
1.164793187627927717e-01 8.154463803565750180e-01 8.258158323158639291e+00
1.222704769450261852e-01 7.812880151718465394e-01 7.586388993057900265e+00
1.615586318227978102e-01 8.720632366170985028e-01 7.305771883111042087e+00
1.512642970525421848e-01 5.957022392253075171e-01 4.540068542379806615e+00
4.194134621379186356e-01 6.054171046789101895e-01 1.952705541924387500e+00
1.396446189869663124e-01 9.577188554892197558e-01 9.010599210789923319e+00
4.520351981160046773e-01 8.540615360119313548e-01 3.406993746486103536e+00
3.390985842304674591e-01 6.910785244447051889e-01 3.044888362591670283e+00
3.437873932341629635e-01 8.405578733654578416e-01 4.114900693678654520e+00
4.371264764238314560e-01 7.466779010987109055e-01 2.795998639759539994e+00
2.929507634579847641e-01 6.997727861066765920e-01 3.504944007369424686e+00
1.937247407746139349e-01 7.855307741575896507e-01 5.637171191257932534e+00
2.652533367685151466e-01 8.192361573779501915e-01 4.795888495958520181e+00
1.083715758912686955e-01 8.216047172553762046e-01 8.719738793290646939e+00
3.340247821301938758e-01 5.788933914929237368e-01 2.242309689019247987e+00
1.972028100824473051e-01 9.231303212457011576e-01 6.911934219593621975e+00
8.173797755935216514e-02 9.051216578765626242e-01 1.162481690707633497e+01
1.401431095636301583e-01 5.886833294078888112e-01 4.717221566038999114e+00
2.635258925463094259e-01 6.858865092629831128e-01 3.692314854144770120e+00
2.424064328013959546e-01 9.318542566949451489e-01 6.105167849402096891e+00
3.974689583352184474e-01 8.584314538156494478e-01 3.802901828249866778e+00
1.028160251955048399e-01 8.342914132895254964e-01 9.179735479842971557e+00
1.963756267375026399e-01 8.929333720381461559e-01 6.635480706863027933e+00
4.129891004863586734e-01 7.375446982777533744e-01 2.875429731749519657e+00
2.382693693531018897e-01 9.251061499152080092e-01 6.116162249623345204e+00
1.946437595155087741e-01 6.753662155734010408e-01 4.536370683601786524e+00
1.665405896219906978e-01 8.380118966079306286e-01 6.802288850408944043e+00
1.328149034962482766e-01 6.572587403564017494e-01 5.718519275278746150e+00
1.843960091127544443e-01 8.615521338384375394e-01 6.597958881752639115e+00
3.594517886605700929e-01 7.172445435196674879e-01 3.086310034222413012e+00
2.307901000330363495e-01 9.597456688972439975e-01 6.560822136689717254e+00
2.056420781375290774e-01 8.690210944250140734e-01 6.207796943176390414e+00
4.344696908273967262e-01 7.661904839205029294e-01 2.939280788035854908e+00
2.931312920961365309e-01 7.024304601861491859e-01 3.524498320557318376e+00
1.080186548993486428e-01 8.914923382415691488e-01 9.659254214600910160e+00
3.301696268234107778e-01 7.116003340872014693e-01 3.268823545240219008e+00
1.543423548471453688e-01 9.196727368171427885e-01 8.048510321541852974e+00
1.076703536497244373e-01 5.924075373408005385e-01 5.726796683559246759e+00
3.808256985594150601e-01 6.406864996427951153e-01 2.400844364201721870e+00
2.734001974303321147e-01 8.352971469237866486e-01 4.825531877883967979e+00
9.269760439485116854e-02 5.834312575090205844e-01 6.207435615204001778e+00
1.171596163854837225e-01 8.530695332885266380e-01 8.704558065268559020e+00
9.193387514655765314e-02 6.879314550336483869e-01 7.736009303622598310e+00
3.481344652686783059e-01 9.649872504439185317e-01 4.990218379720625208e+00
1.491352044413312983e-01 8.958001950250750189e-01 7.956170133350669360e+00
4.263062228416971688e-01 7.562971773939712872e-01 2.921612422904910300e+00
1.945618267557872039e-01 6.022579664867738769e-01 3.819230912402451938e+00
3.592283002312856577e-01 7.046513357241700470e-01 2.996834765390490762e+00
7.312223913740800718e-02 6.889669925998611610e-01 8.945495972558786590e+00
8.587327266651459401e-02 9.408110759809475976e-01 1.181826051058232352e+01
2.856380139498103654e-01 6.081841441433861739e-01 2.833312625749245139e+00
4.106653693690225926e-01 9.668791752049803456e-01 4.440933177855534097e+00
3.488939538836485776e-01 8.712430891747753314e-01 4.294464358880096810e+00
4.089973022506825373e-01 8.909047018094978787e-01 3.939243990387434113e+00
1.660325656662710592e-01 7.288155912012260762e-01 5.654120786621767536e+00
1.816128092251034776e-01 7.322432708439007287e-01 5.348926649482084628e+00
3.003151467829193733e-01 8.882209078074690956e-01 4.926578781210700697e+00
2.296148277409783278e-01 9.477250524990707969e-01 6.474206576945988445e+00
1.826178705396447888e-01 7.738659942043245588e-01 5.750651020634588662e+00
3.062721048258678080e-01 7.824735973073760897e-01 4.029534830199102302e+00
8.233099184401471149e-02 6.979256809907520287e-01 8.444817113424498700e+00
3.524105017914648252e-01 8.604583969131519572e-01 4.183722573813673407e+00
3.338721204815999766e-01 5.768661361265942089e-01 2.228092302162110183e+00
3.912280725010009452e-01 8.299304784002805579e-01 3.652256658816815271e+00
4.640268135256181425e-01 7.958360034464539989e-01 2.964815047870350551e+00
3.362088359257439096e-01 7.146255994705515979e-01 3.243004680233625425e+00
